review_id,star_rating,sentiment_label,sentiment_score,quality_aspect,shipping_aspect,value_aspect,service_aspect,emotion,is_fake_review,fake_confidence_score,is_sarcastic,subjectivity_score,polarity_score
R00013932,1,negative,-0.958,negative,neutral,negative,negative,frustration,0,0.222,0,0.81,-0.775
R00013933,4,positive,0.368,positive,positive,neutral,neutral,mild_joy,0,0.47,0,0.339,0.551
R00013934,5,positive,0.877,positive,positive,positive,positive,joy,0,0.148,0,0.408,0.854
R00013935,4,positive,0.517,neutral,positive,positive,positive,satisfaction,1,0.96,0,0.891,0.365
R00013936,5,positive,1.0,positive,neutral,neutral,positive,delight,0,0.41,0,0.194,0.845
R00013937,4,positive,0.42,positive,positive,positive,neutral,neutral,0,0.235,0,0.509,0.623
R00013938,5,positive,0.902,positive,positive,neutral,neutral,satisfaction,0,0.412,0,0.226,0.799
R00013939,3,neutral,-0.121,neutral,neutral,neutral,negative,neutral,0,0.261,0,0.706,0.034
R00013940,5,positive,0.928,positive,positive,neutral,neutral,joy,1,0.838,0,0.574,0.742
R00013941,4,positive,0.469,positive,neutral,neutral,neutral,satisfaction,0,0.255,0,0.506,0.378
R00013942,3,neutral,-0.053,neutral,negative,negative,neutral,neutral,0,0.231,0,0.554,0.085
R00013943,2,negative,-0.458,neutral,negative,neutral,neutral,frustration,0,0.472,0,0.336,-0.42
R00013944,5,positive,0.957,positive,positive,positive,positive,joy,0,0.393,0,0.77,0.685
R00013945,5,positive,0.805,positive,positive,positive,positive,delight,0,0.228,0,0.775,0.726
R00013946,1,negative,-0.867,negative,negative,negative,negative,anger,0,0.185,0,0.49,-0.982
R00013947,3,neutral,0.034,neutral,positive,neutral,negative,neutral,0,0.538,0,0.711,-0.148
R00013948,4,positive,0.65,positive,positive,neutral,neutral,neutral,0,0.388,0,0.89,0.424
R00013949,3,neutral,-0.125,neutral,neutral,neutral,neutral,neutral,0,0.305,0,0.236,-0.075
R00013950,4,positive,0.561,positive,neutral,neutral,neutral,satisfaction,0,0.39,0,0.64,0.488
R00013951,5,positive,0.886,positive,positive,positive,positive,joy,0,0.223,0,0.654,0.728
R00013952,4,positive,0.491,neutral,neutral,neutral,neutral,satisfaction,0,0.183,0,0.557,0.373
R00013953,5,positive,0.956,positive,positive,positive,positive,joy,0,0.364,0,0.452,0.921
R00013954,3,neutral,-0.049,neutral,positive,negative,neutral,neutral,0,0.509,0,0.537,-0.042
R00013955,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.399,0,0.515,0.82
R00013956,5,positive,0.919,neutral,positive,positive,positive,satisfaction,0,0.208,0,0.607,0.855
R00013957,3,neutral,0.135,neutral,neutral,neutral,negative,mild_disappointment,0,0.15,0,0.944,0.052
R00013958,2,negative,-0.543,neutral,neutral,neutral,negative,disappointment,0,0.681,0,0.712,-0.534
R00013959,2,negative,-0.523,negative,negative,negative,neutral,disappointment,0,0.228,0,0.588,-0.359
R00013960,3,neutral,0.004,positive,neutral,negative,neutral,neutral,0,0.345,0,0.437,0.029
R00013961,3,neutral,0.061,neutral,positive,positive,neutral,mild_disappointment,0,0.238,0,0.566,-0.024
R00013962,5,positive,0.836,neutral,positive,positive,neutral,joy,1,0.527,0,0.836,0.84
R00013963,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.141,0,0.831,0.658
R00013964,5,positive,1.0,positive,positive,neutral,positive,satisfaction,0,0.398,0,0.787,0.905
R00013965,1,negative,-0.896,negative,negative,negative,neutral,disgust,0,0.359,0,0.674,-0.728
R00013966,4,positive,0.551,neutral,positive,positive,positive,satisfaction,0,0.316,0,0.235,0.521
R00013967,5,positive,1.0,positive,neutral,neutral,positive,satisfaction,0,0.408,0,0.757,0.8
R00013968,5,positive,0.998,positive,positive,neutral,positive,joy,0,0.095,0,0.442,0.79
R00013969,2,negative,-0.529,neutral,neutral,negative,negative,disappointment,0,0.087,0,0.773,-0.3
R00013970,3,neutral,-0.046,neutral,neutral,negative,negative,neutral,0,0.204,0,0.774,-0.165
R00013971,2,negative,-0.566,neutral,positive,negative,negative,disappointment,0,0.112,0,0.391,-0.445
R00013972,3,neutral,-0.087,negative,positive,negative,neutral,mild_disappointment,0,0.402,0,0.874,0.061
R00013973,5,positive,1.0,positive,positive,positive,positive,joy,1,0.542,0,0.568,0.774
R00013974,3,neutral,-0.101,negative,neutral,neutral,negative,neutral,0,0.12,0,0.147,0.036
R00013975,3,neutral,0.034,neutral,negative,neutral,positive,neutral,0,0.271,0,0.824,0.055
R00013976,4,positive,0.487,positive,neutral,neutral,neutral,satisfaction,0,0.35,0,0.898,0.492
R00013977,2,negative,-0.378,neutral,neutral,negative,neutral,disappointment,0,0.276,0,0.341,-0.416
R00013978,4,positive,0.431,neutral,positive,neutral,positive,mild_joy,0,0.076,0,0.566,0.514
R00013979,4,positive,0.605,neutral,neutral,positive,positive,satisfaction,0,0.3,0,0.142,0.569
R00013980,3,neutral,-0.015,positive,neutral,negative,positive,mild_disappointment,0,0.019,0,0.817,0.084
R00013981,4,positive,0.452,neutral,positive,neutral,positive,mild_joy,0,0.541,0,0.455,0.324
R00013982,4,positive,0.605,neutral,positive,positive,positive,satisfaction,0,0.066,0,0.704,0.365
R00013983,4,positive,0.535,positive,neutral,neutral,positive,neutral,0,0.014,0,0.597,0.441
R00013984,3,neutral,0.179,neutral,positive,negative,neutral,neutral,0,0.3,0,0.465,0.024
R00013985,5,positive,0.86,positive,positive,positive,positive,satisfaction,0,0.162,0,0.502,0.75
R00013986,3,neutral,0.006,neutral,positive,negative,neutral,mild_disappointment,0,0.533,0,0.621,-0.085
R00013987,1,negative,-1.0,neutral,neutral,neutral,neutral,frustration,0,0.247,0,0.711,-0.814
R00013988,1,negative,-0.775,negative,neutral,negative,negative,frustration,0,0.249,0,0.345,-0.785
R00013989,4,positive,0.471,neutral,positive,neutral,neutral,satisfaction,0,0.243,0,0.799,0.247
R00013990,4,positive,0.42,positive,positive,neutral,positive,neutral,0,0.261,0,0.37,0.461
R00013991,5,positive,1.0,neutral,positive,positive,positive,delight,1,0.756,0,0.935,0.681
R00013992,4,positive,0.431,neutral,neutral,neutral,neutral,satisfaction,0,0.079,0,0.395,0.326
R00013993,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.426,0,0.523,-0.883
R00013994,5,positive,1.0,positive,positive,neutral,positive,joy,0,0.043,0,0.64,0.794
R00013995,5,positive,0.931,positive,positive,positive,positive,satisfaction,0,0.419,0,0.415,0.707
R00013996,4,positive,0.6,neutral,positive,neutral,positive,neutral,0,0.338,0,0.779,0.304
R00013997,5,positive,0.938,positive,positive,positive,positive,delight,0,0.292,0,0.74,0.771
R00013998,3,neutral,-0.056,negative,neutral,neutral,positive,neutral,0,0.285,0,0.854,0.014
R00013999,1,negative,-1.0,negative,negative,negative,negative,anger,0,0.267,0,0.727,-0.798
R00014000,2,negative,-0.48,neutral,neutral,neutral,negative,disappointment,0,0.142,0,0.207,-0.583
R00014001,1,negative,-1.0,neutral,negative,negative,neutral,anger,0,0.254,0,0.455,-0.738
R00014002,4,positive,0.424,neutral,neutral,neutral,neutral,satisfaction,0,0.239,0,0.243,0.256
R00014003,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.221,0,0.683,0.766
R00014004,5,positive,1.0,neutral,positive,neutral,positive,satisfaction,0,0.296,0,0.361,0.861
R00014005,2,negative,-0.493,neutral,negative,neutral,neutral,disappointment,0,0.133,0,0.621,-0.513
R00014006,5,positive,0.937,positive,positive,positive,positive,joy,0,0.052,0,0.952,0.791
R00014007,5,positive,0.935,positive,positive,positive,positive,joy,1,0.905,0,0.696,0.876
R00014008,3,neutral,0.141,neutral,neutral,neutral,neutral,mild_disappointment,0,0.155,0,0.536,0.037
R00014009,1,negative,-0.936,negative,negative,negative,negative,anger,0,0.074,0,0.386,-0.848
R00014010,4,positive,0.581,positive,neutral,positive,neutral,neutral,0,0.038,0,0.482,0.376
R00014011,4,positive,0.459,neutral,positive,neutral,neutral,satisfaction,0,0.393,0,0.136,0.445
R00014012,3,neutral,-0.043,neutral,positive,neutral,negative,neutral,0,0.237,0,0.595,-0.048
R00014013,4,positive,0.721,positive,positive,positive,positive,satisfaction,0,0.215,0,0.721,0.466
R00014014,4,positive,0.488,positive,neutral,neutral,neutral,satisfaction,0,0.27,0,0.254,0.324
R00014015,3,neutral,-0.073,neutral,neutral,neutral,neutral,neutral,0,0.17,0,0.899,-0.053
R00014016,5,positive,1.0,positive,positive,positive,positive,joy,0,0.174,0,0.779,0.72
R00014017,5,positive,0.911,positive,positive,neutral,positive,joy,0,0.386,0,0.633,0.7
R00014018,5,positive,0.895,positive,neutral,neutral,positive,delight,0,0.171,0,0.364,0.723
R00014019,5,positive,0.939,positive,positive,positive,positive,satisfaction,0,0.356,0,0.624,0.727
R00014020,1,negative,-0.999,negative,negative,negative,neutral,anger,0,0.262,0,0.799,-0.751
R00014021,3,neutral,0.078,neutral,neutral,positive,neutral,mild_disappointment,0,0.3,0,0.311,0.047
R00014022,3,neutral,0.017,neutral,neutral,neutral,neutral,neutral,0,0.11,0,0.542,-0.026
R00014023,4,positive,0.465,neutral,positive,neutral,positive,mild_joy,0,0.041,0,0.469,0.358
R00014024,5,positive,1.0,positive,positive,positive,neutral,satisfaction,0,0.036,0,0.643,0.79
R00014025,3,neutral,0.084,neutral,positive,neutral,neutral,mild_disappointment,0,0.3,0,0.519,0.061
R00014026,3,neutral,0.162,positive,neutral,neutral,neutral,mild_disappointment,0,0.233,0,0.385,0.083
R00014027,5,positive,0.965,positive,positive,neutral,positive,satisfaction,0,0.018,0,0.687,0.95
R00014028,3,neutral,-0.065,neutral,neutral,neutral,positive,neutral,0,0.156,0,0.618,-0.054
R00014029,2,negative,-0.467,neutral,negative,negative,neutral,frustration,0,0.102,0,0.567,-0.473
R00014030,4,positive,0.248,neutral,positive,neutral,positive,satisfaction,0,0.057,0,0.489,0.442
R00014031,1,negative,-0.925,negative,negative,negative,negative,frustration,0,0.077,0,0.583,-0.804
R00014032,5,positive,0.816,positive,neutral,positive,positive,satisfaction,0,0.063,0,0.676,0.779
R00014033,4,positive,0.473,negative,neutral,neutral,neutral,neutral,0,0.164,0,0.712,0.393
R00014034,2,negative,-0.464,neutral,negative,negative,neutral,disappointment,0,0.102,0,0.613,-0.325
R00014035,1,negative,-1.0,negative,neutral,negative,negative,frustration,0,0.083,0,0.649,-0.817
R00014036,5,positive,0.95,neutral,positive,positive,positive,joy,0,0.241,0,0.451,0.785
R00014037,5,positive,0.974,positive,positive,positive,positive,delight,1,0.874,0,1.0,0.725
R00014038,5,positive,0.945,positive,positive,positive,positive,delight,0,0.037,0,0.652,0.82
R00014039,4,positive,0.625,neutral,neutral,neutral,positive,satisfaction,0,0.344,0,0.765,0.472
R00014040,3,neutral,-0.05,neutral,neutral,negative,neutral,neutral,0,0.285,0,0.63,-0.049
R00014041,5,positive,0.841,positive,positive,positive,positive,satisfaction,1,0.773,0,0.588,0.808
R00014042,3,neutral,0.114,positive,neutral,neutral,positive,neutral,0,0.251,0,0.487,0.019
R00014043,3,neutral,-0.028,positive,positive,neutral,neutral,neutral,0,0.063,0,0.951,0.033
R00014044,5,positive,0.875,positive,positive,neutral,positive,delight,1,0.84,0,0.962,0.904
R00014045,5,positive,0.98,positive,positive,positive,positive,satisfaction,0,0.033,0,0.462,0.843
R00014046,4,positive,0.574,positive,neutral,positive,positive,satisfaction,0,0.129,0,0.124,0.174
R00014047,3,neutral,0.014,neutral,positive,neutral,positive,neutral,0,0.123,0,0.774,-0.002
R00014048,1,negative,-0.815,negative,negative,negative,neutral,frustration,0,0.366,0,0.422,-0.859
R00014049,5,positive,0.979,positive,positive,positive,positive,joy,0,0.154,0,0.709,0.644
R00014050,2,negative,-0.608,neutral,neutral,neutral,negative,disappointment,0,0.123,0,0.741,-0.37
R00014051,3,neutral,-0.035,neutral,negative,positive,positive,mild_disappointment,0,0.22,0,0.701,0.031
R00014052,2,negative,-0.546,neutral,negative,negative,neutral,disappointment,0,0.18,0,0.41,-0.417
R00014053,5,positive,1.0,neutral,positive,positive,neutral,joy,0,0.269,0,0.327,0.829
R00014054,4,positive,0.59,neutral,positive,positive,positive,satisfaction,0,0.502,0,0.523,0.333
R00014055,5,positive,1.0,positive,positive,positive,positive,joy,0,0.24,0,0.864,0.686
R00014056,2,negative,-0.496,negative,neutral,negative,neutral,disappointment,0,0.072,0,0.513,-0.346
R00014057,5,positive,1.0,positive,positive,neutral,neutral,delight,0,0.173,0,0.704,0.892
R00014058,4,positive,0.63,neutral,positive,neutral,positive,neutral,0,0.355,0,0.666,0.363
R00014059,3,neutral,-0.057,neutral,positive,neutral,positive,mild_disappointment,0,0.173,0,0.646,-0.022
R00014060,2,negative,-0.379,neutral,neutral,negative,neutral,frustration,0,0.037,0,0.744,-0.459
R00014061,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.238,0,0.641,0.698
R00014062,4,positive,0.465,positive,positive,positive,neutral,neutral,0,0.115,0,0.427,0.312
R00014063,5,positive,1.0,positive,positive,neutral,positive,satisfaction,0,0.428,0,0.917,0.752
R00014064,3,neutral,-0.23,neutral,negative,neutral,neutral,neutral,0,0.448,0,0.762,-0.055
R00014065,3,neutral,0.068,neutral,neutral,positive,neutral,neutral,0,0.228,0,0.371,0.062
R00014066,4,positive,0.332,positive,neutral,positive,positive,satisfaction,0,0.172,0,0.494,0.311
R00014067,3,neutral,-0.272,neutral,neutral,neutral,positive,neutral,0,0.307,0,0.519,0.026
R00014068,5,positive,1.0,neutral,positive,positive,positive,satisfaction,0,0.541,0,0.877,0.763
R00014069,4,positive,0.384,positive,positive,neutral,positive,neutral,0,0.215,0,0.468,0.4
R00014070,5,positive,0.9,positive,positive,neutral,positive,satisfaction,0,0.119,0,0.316,0.749
R00014071,4,positive,0.477,positive,neutral,positive,positive,neutral,0,0.107,0,0.443,0.475
R00014072,3,neutral,-0.092,negative,neutral,neutral,neutral,neutral,0,0.333,0,0.602,-0.05
R00014073,2,negative,-0.443,neutral,positive,neutral,neutral,frustration,0,0.186,0,0.4,-0.386
R00014074,4,positive,0.608,positive,positive,neutral,negative,satisfaction,0,0.126,0,0.662,0.393
R00014075,3,neutral,0.077,neutral,negative,neutral,positive,neutral,0,0.039,0,0.64,0.031
R00014076,4,positive,0.691,neutral,positive,neutral,neutral,satisfaction,0,0.431,0,0.415,0.398
R00014077,5,positive,0.969,positive,neutral,positive,positive,satisfaction,0,0.28,0,0.629,0.662
R00014078,3,neutral,0.01,neutral,neutral,neutral,neutral,mild_disappointment,0,0.063,0,0.484,-0.062
R00014079,5,positive,0.993,positive,positive,positive,positive,delight,0,0.177,0,0.893,0.739
R00014080,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.422,0,0.587,-0.756
R00014081,5,positive,1.0,positive,neutral,neutral,positive,joy,0,0.41,0,0.807,0.843
R00014082,5,positive,0.861,positive,positive,positive,positive,joy,0,0.254,0,0.695,0.769
R00014083,5,positive,1.0,positive,positive,positive,positive,joy,1,0.748,0,0.832,0.799
R00014084,2,negative,-0.588,negative,negative,negative,neutral,disappointment,0,0.175,0,0.689,-0.272
R00014085,4,positive,0.518,positive,positive,negative,positive,neutral,0,0.382,0,0.863,0.722
R00014086,3,neutral,0.097,neutral,neutral,positive,positive,neutral,0,0.611,0,0.395,-0.089
R00014087,3,neutral,0.256,positive,neutral,negative,positive,neutral,0,0.09,0,0.699,-0.061
R00014088,3,neutral,0.003,neutral,positive,neutral,negative,mild_disappointment,0,0.372,0,0.863,0.028
R00014089,4,positive,0.636,neutral,positive,positive,neutral,mild_joy,0,0.266,0,0.732,0.297
R00014090,3,neutral,0.063,neutral,neutral,neutral,negative,mild_disappointment,0,0.114,0,0.935,-0.107
R00014091,4,positive,0.535,positive,positive,positive,positive,mild_joy,0,0.644,0,0.736,0.41
R00014092,4,positive,0.401,positive,positive,neutral,neutral,mild_joy,0,0.425,0,0.828,0.46
R00014093,5,positive,0.989,positive,positive,positive,neutral,delight,0,0.058,0,0.953,0.927
R00014094,4,positive,0.513,positive,positive,negative,positive,neutral,0,0.198,0,0.253,0.398
R00014095,4,positive,0.729,positive,neutral,positive,positive,neutral,0,0.173,0,0.666,0.409
R00014096,4,positive,0.408,positive,positive,neutral,positive,satisfaction,0,0.418,0,0.747,0.474
R00014097,4,positive,0.553,neutral,positive,neutral,positive,neutral,0,0.251,0,0.659,0.403
R00014098,3,neutral,-0.128,positive,neutral,neutral,negative,mild_disappointment,0,0.171,0,0.978,-0.018
R00014099,4,positive,0.387,neutral,positive,positive,positive,satisfaction,0,0.111,0,0.902,0.313
R00014100,5,positive,1.0,positive,positive,neutral,neutral,joy,0,0.119,0,0.946,0.794
R00014101,4,positive,0.694,neutral,positive,positive,positive,satisfaction,1,0.93,0,0.713,0.354
R00014102,4,positive,0.54,neutral,neutral,positive,neutral,satisfaction,0,0.103,0,0.737,0.508
R00014103,5,positive,1.0,positive,positive,positive,positive,joy,0,0.761,0,0.451,0.846
R00014104,4,positive,0.461,neutral,positive,neutral,positive,satisfaction,0,0.403,0,0.553,0.379
R00014105,4,positive,0.414,neutral,positive,neutral,neutral,satisfaction,0,0.15,0,0.175,0.385
R00014106,4,positive,0.505,positive,positive,positive,positive,satisfaction,0,0.246,0,0.93,0.305
R00014107,5,positive,0.879,positive,positive,positive,neutral,joy,0,0.266,0,0.837,0.792
R00014108,5,positive,0.954,positive,positive,neutral,positive,joy,0,0.08,0,0.467,0.768
R00014109,4,positive,0.499,neutral,positive,neutral,positive,satisfaction,0,0.285,0,0.258,0.473
R00014110,4,positive,0.526,positive,positive,neutral,negative,satisfaction,0,0.403,0,0.245,0.42
R00014111,4,positive,0.481,positive,positive,positive,neutral,mild_joy,0,0.32,0,0.683,0.326
R00014112,4,positive,0.381,neutral,positive,positive,neutral,satisfaction,0,0.454,0,0.65,0.359
R00014113,4,positive,0.601,neutral,positive,positive,neutral,neutral,0,0.062,0,0.658,0.368
R00014114,2,negative,-0.42,negative,neutral,negative,negative,disappointment,0,0.166,0,0.289,-0.376
R00014115,4,positive,0.441,positive,neutral,neutral,neutral,satisfaction,0,0.348,0,0.823,0.473
R00014116,2,negative,-0.55,negative,neutral,neutral,positive,frustration,0,0.303,0,0.368,-0.359
R00014117,2,negative,-0.539,negative,neutral,negative,neutral,frustration,0,0.324,0,0.702,-0.626
R00014118,4,positive,0.493,positive,positive,positive,neutral,satisfaction,0,0.257,0,0.578,0.437
R00014119,5,positive,1.0,positive,positive,neutral,positive,satisfaction,0,0.226,0,0.178,0.662
R00014120,3,neutral,0.173,neutral,neutral,neutral,neutral,mild_disappointment,0,0.078,0,0.616,0.094
R00014121,3,neutral,-0.061,neutral,neutral,neutral,neutral,neutral,0,0.233,0,0.589,-0.02
R00014122,3,neutral,-0.041,neutral,neutral,neutral,neutral,neutral,0,0.41,0,0.189,-0.163
R00014123,3,neutral,0.062,negative,neutral,negative,neutral,mild_disappointment,0,0.574,0,0.527,-0.05
R00014124,4,positive,0.529,positive,positive,positive,positive,mild_joy,0,0.274,0,0.366,0.474
R00014125,4,positive,0.538,neutral,positive,neutral,neutral,neutral,1,0.653,0,0.946,0.413
R00014126,3,neutral,0.095,neutral,neutral,negative,neutral,mild_disappointment,0,0.518,0,0.903,0.048
